Applicant_ID,Age,Gender,Education,Marital_Status,Employment_Type,Annual_Income,Credit_Score,Loan_Amount_Requested,Loan_Term_Months,Dependents,Property_Area,Approval_Status
LAPP_0508,56,Male,Graduate,Married,Self-Employed,64454,652,101537,36,1,Urban,Rejected
LAPP_0509,30,Female,Undergraduate,Married,Self-Employed,59742,572,107645,36,3,Rural,Rejected
LAPP_0510,57,Male,Graduate,Married,Business Owner,125017,672,98549,36,1,Semi-Urban,Approved
LAPP_0511,29,Female,Graduate,Divorced,Salaried,82509,606,288736,24,1,Urban,Rejected
LAPP_0512,44,Female,Postgraduate,Single,Salaried,139795,745,359767,36,3,Rural,Rejected
LAPP_0513,55,Female,Graduate,Divorced,Self-Employed,92103,700,73009,36,2,Semi-Urban,Approved
LAPP_0514,55,Male,Graduate,Married,Salaried,58996,480,195622,24,0,Semi-Urban,Rejected
LAPP_0515,56,Female,High School,Divorced,Salaried,19232,738,39510,12,0,Rural,Rejected
LAPP_0516,38,Male,Graduate,Married,Unemployed,6804,562,21622,60,2,Rural,Rejected
LAPP_0517,59,Female,Graduate,Single,Self-Employed,68258,760,37143,36,0,Urban,Approved
LAPP_0518,52,Male,High School,Single,Salaried,27620,658,16588,36,2,Urban,Approved
LAPP_0519,44,Male,Undergraduate,Married,Business Owner,111291,674,122168,36,1,Semi-Urban,Approved
LAPP_0520,43,Female,Undergraduate,Married,Self-Employed,46543,607,57629,84,3,Urban,Approved
LAPP_0521,52,Male,Postgraduate,Married,Self-Employed,84298,839,267548,36,1,Semi-Urban,Rejected
LAPP_0522,57,Female,Graduate,Married,Business Owner,121180,653,360320,24,2,Urban,Rejected
LAPP_0523,32,Female,Undergraduate,Single,Salaried,39106,553,103877,36,0,Semi-Urban,Rejected
LAPP_0524,33,Female,Undergraduate,Single,Self-Employed,62006,575,223035,36,1,Urban,Rejected
LAPP_0525,43,Female,Postgraduate,Single,Salaried,74007,632,101021,12,0,Rural,Rejected
LAPP_0526,45,Male,Undergraduate,Single,Salaried,60045,623,220089,36,2,Semi-Urban,Rejected
LAPP_0527,55,Male,Undergraduate,Single,Business Owner,56487,699,208050,36,2,Urban,Rejected
LAPP_0528,61,Male,Undergraduate,Married,Salaried,52277,683,105594,36,0,Rural,Rejected
LAPP_0529,50,Male,Undergraduate,Married,Self-Employed,54321,677,45105,36,0,Urban,Approved
LAPP_0530,37,Male,Postgraduate,Divorced,Business Owner,153704,664,467715,36,2,Semi-Urban,Rejected
LAPP_0531,40,Female,Undergraduate,Married,Business Owner,100285,693,168403,84,2,Urban,Approved
LAPP_0532,45,Female,Undergraduate,Single,Business Owner,74960,687,246037,84,1,Rural,Rejected
LAPP_0533,42,Male,Undergraduate,Married,Salaried,35749,599,38355,36,3,Semi-Urban,Rejected
LAPP_0534,33,Female,Undergraduate,Single,Salaried,67630,639,161520,36,2,Urban,Rejected
LAPP_0535,39,Female,Undergraduate,Single,Salaried,74621,683,170005,60,1,Rural,Approved
LAPP_0536,56,Female,Postgraduate,Married,Salaried,150201,707,127836,60,0,Urban,Approved
LAPP_0537,32,Female,Undergraduate,Married,Salaried,77366,646,137066,60,1,Rural,Approved
LAPP_0538,61,Male,High School,Single,Salaried,39428,720,31410,24,2,Urban,Approved
LAPP_0539,39,Male,Postgraduate,Married,Self-Employed,119664,674,254476,12,1,Rural,Rejected
LAPP_0540,32,Male,Undergraduate,Married,Unemployed,10333,537,35650,84,2,Semi-Urban,Rejected
LAPP_0541,29,Male,Undergraduate,Single,Self-Employed,60941,517,88103,84,0,Rural,Approved
LAPP_0542,27,Female,High School,Married,Self-Employed,27089,595,86062,36,3,Rural,Rejected
LAPP_0543,48,Female,Undergraduate,Single,Salaried,47672,593,54441,84,2,Rural,Rejected
LAPP_0544,34,Male,Postgraduate,Single,Salaried,130250,718,372263,60,0,Semi-Urban,Rejected
LAPP_0545,51,Male,Undergraduate,Married,Salaried,53969,734,199921,36,0,Rural,Rejected
LAPP_0546,39,Female,Undergraduate,Single,Self-Employed,42001,535,68619,36,0,Semi-Urban,Rejected
LAPP_0547,36,Male,Graduate,Single,Salaried,59938,553,218860,36,2,Urban,Rejected
LAPP_0548,25,Male,Graduate,Married,Self-Employed,106930,638,242621,36,2,Rural,Rejected
LAPP_0549,55,Female,High School,Married,Salaried,36138,560,58139,84,1,Semi-Urban,Approved
LAPP_0550,32,Male,Undergraduate,Married,Salaried,58529,597,212915,36,0,Urban,Rejected
LAPP_0551,45,Male,Undergraduate,Married,Salaried,51346,580,31430,60,0,Semi-Urban,Approved
LAPP_0552,41,Male,High School,Married,Salaried,29347,529,17551,60,1,Semi-Urban,Approved
LAPP_0553,56,Female,Undergraduate,Married,Salaried,34343,672,89271,12,0,Semi-Urban,Rejected
LAPP_0554,43,Female,Undergraduate,Married,Self-Employed,54018,624,177645,12,1,Semi-Urban,Rejected
LAPP_0555,36,Male,Postgraduate,Single,Self-Employed,133875,794,419083,36,0,Urban,Rejected
LAPP_0556,59,Male,Undergraduate,Single,Salaried,50705,653,39455,24,0,Semi-Urban,Approved
LAPP_0557,62,Male,Graduate,Single,Business Owner,79328,739,303499,36,1,Rural,Rejected
LAPP_0558,59,Female,Undergraduate,Single,Salaried,54162,579,160358,24,2,Semi-Urban,Rejected
LAPP_0559,34,Female,Undergraduate,Single,Unemployed,12199,532,46623,36,0,Semi-Urban,Rejected
LAPP_0560,51,Male,Graduate,Single,Salaried,81735,798,135013,24,1,Urban,Rejected
LAPP_0561,25,Female,Undergraduate,Single,Self-Employed,73080,574,214035,24,0,Urban,Rejected
LAPP_0562,55,Male,Graduate,Married,Salaried,87097,583,305691,12,1,Semi-Urban,Rejected
LAPP_0563,43,Male,Graduate,Single,Salaried,68625,546,125695,84,3,Urban,Approved
LAPP_0564,49,Male,Graduate,Married,Salaried,82410,775,319504,36,0,Semi-Urban,Rejected
LAPP_0565,63,Male,Graduate,Married,Salaried,95529,641,136365,84,0,Semi-Urban,Approved
LAPP_0566,31,Male,Undergraduate,Single,Salaried,36151,625,58009,84,0,Semi-Urban,Approved
LAPP_0567,38,Male,Postgraduate,Married,Salaried,117570,667,437495,84,1,Semi-Urban,Rejected
LAPP_0568,32,Male,Undergraduate,Married,Unemployed,8538,528,33245,36,1,Rural,Rejected
LAPP_0569,29,Female,Graduate,Single,Business Owner,147402,649,220835,60,0,Urban,Rejected
LAPP_0570,30,Male,Graduate,Single,Self-Employed,82094,686,80235,24,0,Semi-Urban,Rejected
LAPP_0571,64,Female,Graduate,Single,Self-Employed,96835,577,305678,12,2,Rural,Rejected
LAPP_0572,37,Female,Undergraduate,Single,Unemployed,8631,630,32399,60,1,Rural,Rejected
LAPP_0573,58,Male,Graduate,Married,Salaried,93232,756,242636,12,1,Semi-Urban,Approved
LAPP_0574,27,Male,Undergraduate,Married,Salaried,66417,634,180708,84,3,Semi-Urban,Approved
LAPP_0575,33,Male,Graduate,Single,Business Owner,96998,732,307512,36,0,Urban,Rejected
LAPP_0576,60,Male,Postgraduate,Married,Self-Employed,103278,568,106975,36,2,Urban,Rejected
LAPP_0577,62,Male,Graduate,Single,Salaried,63411,510,247755,24,3,Semi-Urban,Rejected
LAPP_0578,29,Female,Graduate,Married,Salaried,51226,622,90933,60,0,Urban,Approved
LAPP_0579,47,Female,Postgraduate,Married,Salaried,97202,608,262332,36,1,Rural,Rejected
LAPP_0580,22,Male,Graduate,Single,Business Owner,100851,694,215836,60,1,Semi-Urban,Approved
LAPP_0581,25,Female,Graduate,Single,Salaried,66735,591,142721,36,2,Urban,Rejected
LAPP_0582,49,Male,Undergraduate,Single,Unemployed,17849,608,52825,12,0,Urban,Rejected
LAPP_0583,57,Female,Undergraduate,Married,Business Owner,58176,636,231617,36,2,Semi-Urban,Rejected
LAPP_0584,58,Female,Undergraduate,Married,Self-Employed,74684,650,209616,36,3,Urban,Rejected
LAPP_0585,39,Female,Graduate,Married,Salaried,90781,602,297689,12,2,Semi-Urban,Rejected
LAPP_0586,28,Male,Graduate,Married,Salaried,109177,547,65141,12,3,Rural,Rejected
LAPP_0587,21,Male,Graduate,Married,Salaried,69932,596,233327,36,2,Rural,Rejected
LAPP_0588,42,Female,Graduate,Married,Salaried,78713,735,121998,60,3,Semi-Urban,Approved
LAPP_0589,37,Male,Postgraduate,Single,Self-Employed,143297,630,135194,36,0,Rural,Approved
LAPP_0590,27,Female,Undergraduate,Married,Salaried,44992,555,40342,24,2,Semi-Urban,Approved
LAPP_0591,45,Male,Graduate,Single,Salaried,110958,668,319510,36,2,Semi-Urban,Rejected
LAPP_0592,24,Male,Undergraduate,Single,Salaried,72510,533,289435,36,1,Semi-Urban,Rejected
LAPP_0593,56,Male,Graduate,Married,Business Owner,105399,733,298456,36,0,Urban,Rejected
LAPP_0594,26,Male,Postgraduate,Married,Salaried,81542,548,115644,36,1,Urban,Rejected
LAPP_0595,51,Female,Graduate,Married,Business Owner,158667,673,192236,36,0,Semi-Urban,Approved
LAPP_0596,39,Male,Graduate,Single,Salaried,69314,803,162253,24,0,Rural,Rejected
LAPP_0597,64,Male,Undergraduate,Married,Salaried,59477,558,43277,36,0,Semi-Urban,Approved
LAPP_0598,59,Male,Undergraduate,Married,Salaried,51482,732,97695,36,3,Semi-Urban,Rejected
LAPP_0599,47,Male,Undergraduate,Single,Salaried,51112,628,144740,36,0,Semi-Urban,Rejected
LAPP_0600,30,Male,Graduate,Married,Self-Employed,59326,630,230589,60,2,Semi-Urban,Rejected
LAPP_0601,46,Male,Graduate,Single,Salaried,83901,583,166945,36,0,Semi-Urban,Approved
LAPP_0602,39,Female,Undergraduate,Single,Salaried,73545,684,88311,60,1,Rural,Approved
LAPP_0603,59,Male,Graduate,Single,Self-Employed,49038,601,164805,60,1,Semi-Urban,Rejected
LAPP_0604,23,Male,Postgraduate,Married,Self-Employed,142642,581,442860,24,1,Urban,Rejected
LAPP_0605,33,Male,Graduate,Single,Self-Employed,93081,738,326617,84,2,Semi-Urban,Rejected
LAPP_0606,48,Male,Undergraduate,Single,Salaried,62028,599,77629,12,2,Semi-Urban,Rejected
LAPP_0607,40,Female,Undergraduate,Married,Salaried,62482,490,119772,84,2,Semi-Urban,Rejected
LAPP_0608,48,Male,Graduate,Married,Unemployed,14595,576,57437,24,1,Semi-Urban,Rejected
LAPP_0609,28,Male,Undergraduate,Married,Business Owner,71923,674,75745,36,2,Semi-Urban,Approved
LAPP_0610,61,Female,Postgraduate,Single,Unemployed,9000,647,25650,36,1,Urban,Rejected
LAPP_0611,59,Male,Graduate,Single,Salaried,97949,615,130286,84,0,Urban,Approved
LAPP_0612,21,Male,High School,Single,Self-Employed,28986,516,65234,24,2,Semi-Urban,Rejected
LAPP_0613,23,Female,Undergraduate,Single,Self-Employed,57505,509,189869,60,2,Semi-Urban,Approved
LAPP_0614,33,Female,Graduate,Married,Salaried,53700,608,118679,60,0,Urban,Approved
LAPP_0615,48,Female,Graduate,Married,Business Owner,103558,665,343728,24,3,Semi-Urban,Rejected
LAPP_0616,45,Male,Graduate,Divorced,Self-Employed,90901,693,181090,36,2,Rural,Rejected
LAPP_0617,53,Male,Undergraduate,Single,Salaried,60271,619,240947,36,1,Urban,Rejected
LAPP_0618,58,Male,Postgraduate,Married,Salaried,132906,669,269187,36,0,Rural,Approved
LAPP_0619,26,Male,Postgraduate,Single,Business Owner,185529,673,189764,60,3,Rural,Approved
LAPP_0620,64,Female,High School,Divorced,Salaried,28018,627,53417,84,2,Rural,Approved
LAPP_0621,52,Male,Postgraduate,Single,Salaried,97943,645,303532,60,0,Rural,Rejected
LAPP_0622,41,Female,Undergraduate,Single,Salaried,64799,689,224708,84,1,Semi-Urban,Rejected
LAPP_0623,36,Female,Graduate,Single,Salaried,101576,665,214362,12,1,Semi-Urban,Rejected
LAPP_0624,41,Male,Undergraduate,Married,Business Owner,106642,659,275207,12,1,Semi-Urban,Rejected
LAPP_0625,31,Male,Graduate,Single,Salaried,65888,613,227782,60,1,Urban,Rejected
LAPP_0626,57,Female,Undergraduate,Married,Salaried,76080,577,254671,60,1,Urban,Rejected
LAPP_0627,56,Male,Graduate,Single,Business Owner,133730,681,374715,24,1,Urban,Rejected
LAPP_0628,55,Female,Graduate,Married,Salaried,84655,602,283813,36,3,Urban,Rejected
LAPP_0629,39,Male,Graduate,Single,Salaried,80866,657,203433,60,3,Semi-Urban,Approved
LAPP_0630,40,Male,Graduate,Married,Self-Employed,67730,610,34966,24,2,Rural,Approved
LAPP_0631,38,Female,Undergraduate,Married,Salaried,56434,732,36367,24,3,Rural,Approved
LAPP_0632,61,Female,Undergraduate,Married,Salaried,39507,533,155236,36,2,Urban,Rejected
LAPP_0633,34,Male,Undergraduate,Divorced,Self-Employed,49781,391,50152,84,0,Urban,Rejected
LAPP_0634,35,Female,Undergraduate,Divorced,Business Owner,87453,652,167543,60,3,Semi-Urban,Approved
LAPP_0635,51,Male,Undergraduate,Married,Self-Employed,36240,567,136564,60,0,Semi-Urban,Rejected
LAPP_0636,21,Female,Graduate,Divorced,Unemployed,8166,582,9657,36,0,Rural,Rejected
LAPP_0637,23,Female,Graduate,Single,Self-Employed,72763,528,251270,36,1,Semi-Urban,Rejected
LAPP_0638,36,Male,Undergraduate,Single,Self-Employed,73176,758,246159,24,1,Semi-Urban,Rejected
LAPP_0639,43,Male,Undergraduate,Married,Business Owner,58205,593,230035,84,1,Urban,Rejected
LAPP_0640,31,Female,Graduate,Divorced,Salaried,90870,583,135022,36,2,Urban,Rejected
LAPP_0641,32,Male,Graduate,Single,Salaried,94433,768,151436,36,0,Urban,Approved
LAPP_0642,30,Female,Graduate,Single,Self-Employed,83664,686,306216,60,3,Semi-Urban,Approved
LAPP_0643,52,Male,Undergraduate,Single,Salaried,64515,730,85113,12,1,Rural,Rejected
LAPP_0644,36,Female,Graduate,Single,Salaried,62208,605,150397,84,3,Urban,Approved
LAPP_0645,28,Female,Undergraduate,Single,Salaried,55737,611,165857,36,0,Urban,Rejected
LAPP_0646,58,Female,Postgraduate,Married,Salaried,96046,616,139419,36,1,Semi-Urban,Rejected
LAPP_0647,32,Male,Graduate,Married,Salaried,51914,558,196465,24,1,Urban,Rejected
LAPP_0648,44,Female,High School,Married,Business Owner,46094,640,130443,60,1,Rural,Rejected
LAPP_0649,48,Female,Undergraduate,Married,Business Owner,81710,614,54336,60,0,Urban,Approved
LAPP_0650,28,Male,Undergraduate,Single,Self-Employed,69877,772,68135,12,1,Rural,Rejected
LAPP_0651,48,Male,Undergraduate,Single,Business Owner,91997,705,107428,12,0,Rural,Approved
LAPP_0652,56,Male,Undergraduate,Single,Salaried,54653,760,74183,84,1,Rural,Approved
LAPP_0653,46,Female,Undergraduate,Married,Salaried,59999,467,183439,24,3,Urban,Rejected
LAPP_0654,28,Male,Graduate,Single,Salaried,73028,751,59245,36,0,Urban,Approved
LAPP_0655,48,Male,Graduate,Married,Self-Employed,54548,455,94208,36,1,Rural,Rejected
LAPP_0656,48,Female,Graduate,Married,Salaried,73071,545,269620,60,2,Rural,Rejected
LAPP_0657,57,Male,Graduate,Married,Salaried,83418,525,204235,36,0,Semi-Urban,Rejected
LAPP_0658,61,Male,Graduate,Single,Self-Employed,88316,671,126224,36,0,Semi-Urban,Rejected
LAPP_0659,56,Female,Graduate,Married,Salaried,112409,665,432740,84,0,Urban,Rejected
LAPP_0660,47,Female,Graduate,Single,Unemployed,9463,647,12823,24,0,Rural,Approved
LAPP_0661,37,Male,Undergraduate,Married,Self-Employed,40122,597,147161,24,0,Urban,Rejected
LAPP_0662,29,Male,Postgraduate,Single,Salaried,68896,702,209457,12,0,Urban,Rejected
LAPP_0663,53,Female,High School,Single,Salaried,37799,549,116867,84,0,Urban,Approved
LAPP_0664,40,Male,Undergraduate,Divorced,Self-Employed,66453,711,211140,60,2,Semi-Urban,Rejected
LAPP_0665,33,Male,Undergraduate,Single,Salaried,80324,625,182575,12,2,Urban,Rejected
LAPP_0666,48,Male,Postgraduate,Divorced,Salaried,108309,822,362946,60,2,Semi-Urban,Rejected
LAPP_0667,49,Male,Graduate,Single,Salaried,104588,717,358389,36,1,Semi-Urban,Approved
LAPP_0668,33,Female,Graduate,Single,Business Owner,151860,654,267532,84,0,Urban,Approved
LAPP_0669,55,Male,High School,Married,Salaried,37328,613,70968,24,1,Semi-Urban,Rejected
LAPP_0670,26,Female,Undergraduate,Married,Business Owner,87059,557,314339,60,0,Urban,Rejected
LAPP_0671,38,Female,Undergraduate,Married,Business Owner,78549,656,183533,36,1,Urban,Rejected
LAPP_0672,25,Male,Graduate,Single,Salaried,52405,581,185215,12,3,Semi-Urban,Rejected
LAPP_0673,45,Female,Graduate,Single,Self-Employed,48359,666,130264,60,0,Semi-Urban,Rejected
LAPP_0674,22,Female,Postgraduate,Single,Salaried,104288,541,268800,24,1,Urban,Rejected
LAPP_0675,30,Male,Undergraduate,Divorced,Salaried,61164,589,37214,36,1,Rural,Approved
LAPP_0676,50,Male,Graduate,Married,Self-Employed,51137,540,75305,60,2,Rural,Approved
LAPP_0677,25,Female,Graduate,Single,Self-Employed,66013,536,149004,36,0,Semi-Urban,Rejected
LAPP_0678,53,Female,Undergraduate,Divorced,Salaried,47440,663,121238,12,0,Semi-Urban,Rejected
LAPP_0679,21,Female,Undergraduate,Married,Business Owner,70291,690,190244,84,2,Urban,Rejected
LAPP_0680,38,Male,Graduate,Single,Self-Employed,52338,449,157368,24,0,Rural,Rejected
LAPP_0681,52,Female,Postgraduate,Married,Business Owner,121221,800,339032,36,1,Semi-Urban,Rejected
LAPP_0682,31,Male,Graduate,Single,Salaried,105752,741,366961,60,2,Urban,Approved
LAPP_0683,41,Male,Graduate,Married,Business Owner,138391,578,212312,84,3,Rural,Rejected
LAPP_0684,46,Female,Undergraduate,Single,Salaried,59608,681,163653,36,0,Semi-Urban,Rejected
LAPP_0685,45,Male,Graduate,Single,Salaried,115358,627,78334,24,0,Semi-Urban,Approved
LAPP_0686,42,Male,Postgraduate,Married,Self-Employed,85008,631,185373,60,0,Urban,Approved
LAPP_0687,47,Male,Undergraduate,Married,Self-Employed,39339,654,56574,24,1,Urban,Rejected
LAPP_0688,33,Male,Postgraduate,Married,Salaried,64365,650,117987,12,1,Rural,Rejected
LAPP_0689,53,Male,Graduate,Divorced,Salaried,62728,590,109229,84,3,Semi-Urban,Approved
LAPP_0690,54,Female,Graduate,Single,Salaried,94411,612,67174,36,1,Urban,Approved
LAPP_0691,61,Male,Graduate,Married,Self-Employed,51595,593,110065,12,1,Semi-Urban,Rejected
LAPP_0692,55,Female,Undergraduate,Married,Salaried,43612,700,173628,36,1,Semi-Urban,Approved
LAPP_0693,21,Female,Undergraduate,Single,Salaried,73837,484,114172,24,0,Urban,Rejected
LAPP_0694,41,Female,Postgraduate,Single,Salaried,114006,645,350740,12,0,Semi-Urban,Rejected
LAPP_0695,26,Male,Undergraduate,Single,Unemployed,5143,683,12431,24,0,Semi-Urban,Rejected
LAPP_0696,48,Female,High School,Married,Self-Employed,19180,647,31422,60,2,Urban,Rejected
LAPP_0697,37,Male,Undergraduate,Single,Self-Employed,78122,703,63561,60,1,Urban,Approved
LAPP_0698,25,Female,Graduate,Single,Business Owner,149397,657,187568,36,0,Urban,Rejected
LAPP_0699,51,Female,Graduate,Divorced,Salaried,111581,581,361130,24,1,Semi-Urban,Rejected
LAPP_0700,25,Female,Undergraduate,Divorced,Salaried,56510,609,83441,60,0,Semi-Urban,Approved
LAPP_0701,58,Male,Graduate,Single,Salaried,63185,587,63504,36,0,Urban,Rejected
LAPP_0702,23,Female,Graduate,Single,Self-Employed,74196,772,123131,36,2,Semi-Urban,Rejected
LAPP_0703,43,Male,Undergraduate,Married,Salaried,67083,615,170669,60,3,Semi-Urban,Approved
LAPP_0704,57,Female,Postgraduate,Single,Salaried,141409,731,418870,36,0,Semi-Urban,Rejected
LAPP_0705,57,Female,Graduate,Married,Salaried,76609,763,142169,36,2,Urban,Rejected
LAPP_0706,30,Male,Postgraduate,Married,Salaried,109558,569,245795,84,1,Semi-Urban,Rejected
LAPP_0707,30,Female,Postgraduate,Married,Salaried,146621,510,306761,36,0,Semi-Urban,Rejected
LAPP_0708,39,Male,Undergraduate,Single,Unemployed,16141,624,8579,36,1,Semi-Urban,Approved
LAPP_0709,37,Male,Graduate,Married,Self-Employed,56890,662,107214,36,0,Semi-Urban,Rejected
LAPP_0710,41,Male,Graduate,Married,Business Owner,96456,616,246504,24,0,Urban,Rejected
LAPP_0711,34,Male,Undergraduate,Married,Unemployed,12040,503,30037,60,0,Rural,Rejected
LAPP_0712,29,Female,Undergraduate,Married,Salaried,50310,626,157177,60,0,Rural,Rejected
LAPP_0713,21,Male,Postgraduate,Married,Salaried,140218,657,399104,24,0,Semi-Urban,Rejected
LAPP_0714,33,Male,Undergraduate,Single,Self-Employed,64160,639,94239,12,0,Rural,Rejected
LAPP_0715,24,Female,Graduate,Single,Business Owner,90730,548,126545,84,1,Semi-Urban,Approved
LAPP_0716,21,Female,Graduate,Married,Salaried,108646,660,230818,36,2,Urban,Rejected
LAPP_0717,60,Female,Undergraduate,Single,Unemployed,7507,658,23011,24,0,Semi-Urban,Rejected
LAPP_0718,52,Female,Graduate,Single,Salaried,54655,520,45275,24,0,Rural,Approved
LAPP_0719,54,Female,Graduate,Married,Salaried,76985,744,294016,36,0,Urban,Rejected
LAPP_0720,48,Male,Undergraduate,Single,Self-Employed,75441,653,181136,24,2,Semi-Urban,Rejected
LAPP_0721,51,Male,Graduate,Divorced,Salaried,63549,690,99926,12,0,Rural,Rejected
LAPP_0722,28,Female,Graduate,Married,Salaried,72223,529,211387,60,2,Rural,Rejected
LAPP_0723,59,Male,Graduate,Married,Salaried,105993,712,69588,60,1,Urban,Approved
LAPP_0724,46,Female,Graduate,Divorced,Salaried,89673,528,196867,36,3,Urban,Rejected
LAPP_0725,54,Male,Graduate,Single,Self-Employed,99240,590,218416,12,1,Urban,Rejected
LAPP_0726,23,Male,Undergraduate,Married,Business Owner,95914,648,102331,36,0,Semi-Urban,Approved
LAPP_0727,32,Male,Postgraduate,Single,Business Owner,211098,694,500000,24,1,Rural,Rejected
LAPP_0728,21,Female,Graduate,Single,Self-Employed,85531,624,281297,36,1,Semi-Urban,Rejected
LAPP_0729,64,Female,Postgraduate,Single,Salaried,124542,816,128846,24,1,Rural,Approved
LAPP_0730,25,Female,Graduate,Single,Salaried,53965,604,95701,24,1,Semi-Urban,Rejected
LAPP_0731,50,Male,Undergraduate,Married,Salaried,43907,666,37386,36,0,Semi-Urban,Approved
LAPP_0732,50,Male,Postgraduate,Single,Salaried,72565,631,251810,84,1,Urban,Rejected
LAPP_0733,37,Female,Undergraduate,Single,Salaried,50813,604,82907,24,3,Urban,Rejected
LAPP_0734,43,Female,Postgraduate,Married,Business Owner,182987,635,372855,36,3,Urban,Approved
LAPP_0735,35,Male,Graduate,Single,Business Owner,141549,695,231227,36,1,Urban,Rejected
LAPP_0736,57,Female,Graduate,Single,Salaried,48767,802,77300,36,0,Urban,Approved
LAPP_0737,41,Male,Postgraduate,Married,Self-Employed,78388,639,244222,60,0,Urban,Rejected
LAPP_0738,34,Male,Graduate,Single,Salaried,102125,625,318270,36,2,Semi-Urban,Rejected
LAPP_0739,22,Male,Graduate,Married,Self-Employed,98608,710,228007,60,2,Semi-Urban,Approved
LAPP_0740,31,Female,Undergraduate,Married,Self-Employed,55078,680,154309,24,3,Urban,Rejected
LAPP_0741,59,Female,Postgraduate,Married,Salaried,64173,667,147008,60,1,Semi-Urban,Approved
LAPP_0742,58,Male,Postgraduate,Married,Salaried,116525,649,69922,24,2,Semi-Urban,Approved
LAPP_0743,54,Female,Graduate,Single,Business Owner,104746,740,76571,12,2,Semi-Urban,Rejected
LAPP_0744,58,Male,Postgraduate,Married,Self-Employed,119378,681,220024,24,1,Semi-Urban,Rejected
LAPP_0745,54,Male,Graduate,Single,Business Owner,85809,711,268076,24,2,Semi-Urban,Rejected
LAPP_0746,38,Male,Graduate,Married,Business Owner,143782,616,500000,36,0,Rural,Rejected
LAPP_0747,50,Male,Undergraduate,Divorced,Unemployed,11588,553,6998,36,1,Urban,Rejected
LAPP_0748,35,Male,Graduate,Single,Salaried,51461,616,92017,60,3,Urban,Approved
LAPP_0749,47,Female,Graduate,Single,Salaried,105366,569,135209,12,0,Urban,Rejected
LAPP_0750,54,Female,Undergraduate,Married,Salaried,61844,606,207376,36,2,Semi-Urban,Rejected
LAPP_0751,58,Male,Graduate,Married,Salaried,57830,542,200143,36,0,Semi-Urban,Rejected
LAPP_0752,53,Male,Graduate,Married,Salaried,46983,512,57433,36,2,Semi-Urban,Approved
LAPP_0753,44,Male,Graduate,Divorced,Self-Employed,47758,784,142695,12,1,Urban,Rejected
LAPP_0754,35,Male,Undergraduate,Married,Salaried,56614,570,173303,12,3,Semi-Urban,Rejected
LAPP_0755,50,Male,Undergraduate,Single,Salaried,67851,596,75972,36,2,Semi-Urban,Rejected
LAPP_0756,62,Female,Postgraduate,Single,Business Owner,126451,686,255169,60,1,Urban,Approved
LAPP_0757,37,Male,Postgraduate,Married,Salaried,90098,563,240668,36,0,Semi-Urban,Rejected
LAPP_0758,25,Female,Undergraduate,Single,Salaried,42294,561,25005,12,2,Rural,Rejected
LAPP_0759,49,Female,Postgraduate,Single,Self-Employed,96089,779,184113,24,1,Semi-Urban,Rejected
LAPP_0760,24,Male,Graduate,Single,Self-Employed,85512,650,89133,24,1,Urban,Rejected
LAPP_0761,30,Female,Graduate,Married,Salaried,94472,704,226415,36,0,Rural,Rejected
LAPP_0762,37,Female,Postgraduate,Married,Salaried,149612,787,500000,36,2,Urban,Rejected
LAPP_0763,30,Female,Graduate,Married,Self-Employed,112055,661,261832,24,1,Semi-Urban,Rejected
LAPP_0764,37,Male,High School,Single,Salaried,33178,584,20767,36,3,Urban,Approved
LAPP_0765,40,Male,Undergraduate,Single,Salaried,67840,524,40961,36,2,Rural,Approved
LAPP_0766,44,Male,Postgraduate,Married,Self-Employed,148406,654,388714,36,0,Urban,Rejected
LAPP_0767,25,Male,Graduate,Divorced,Salaried,51468,591,84815,24,1,Urban,Rejected
LAPP_0768,54,Male,Graduate,Married,Salaried,45902,564,114953,36,3,Rural,Rejected
LAPP_0769,26,Female,Graduate,Single,Salaried,47630,709,51094,36,2,Semi-Urban,Approved
LAPP_0770,22,Male,Undergraduate,Divorced,Unemployed,14798,652,47635,60,1,Semi-Urban,Rejected
LAPP_0771,33,Female,Undergraduate,Single,Unemployed,11860,650,41658,60,3,Urban,Rejected
LAPP_0772,63,Female,High School,Single,Salaried,31700,610,114509,24,0,Semi-Urban,Rejected
LAPP_0773,63,Male,Graduate,Married,Salaried,52276,559,81773,24,0,Rural,Rejected
LAPP_0774,31,Male,Graduate,Married,Salaried,68493,710,192641,36,2,Semi-Urban,Rejected
LAPP_0775,43,Female,Graduate,Single,Salaried,46889,637,69238,36,0,Rural,Rejected
LAPP_0776,36,Female,Undergraduate,Married,Salaried,36979,655,117210,84,1,Rural,Approved
LAPP_0777,51,Female,Postgraduate,Married,Self-Employed,135408,722,124824,36,2,Semi-Urban,Approved
LAPP_0778,31,Male,Graduate,Single,Salaried,104803,663,332191,60,1,Urban,Rejected
LAPP_0779,36,Male,Undergraduate,Married,Salaried,71196,763,145172,36,0,Urban,Approved
LAPP_0780,28,Male,Graduate,Divorced,Salaried,97467,588,340590,60,1,Urban,Rejected
LAPP_0781,24,Male,Undergraduate,Single,Salaried,70768,593,218408,60,1,Semi-Urban,Rejected
LAPP_0782,60,Female,Postgraduate,Single,Salaried,122236,791,222202,60,1,Rural,Rejected
LAPP_0783,24,Female,Graduate,Single,Salaried,93393,635,342041,36,2,Semi-Urban,Rejected
LAPP_0784,45,Female,Graduate,Single,Self-Employed,93216,637,139048,60,0,Rural,Approved
